season,week,team,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,game_id,away_team,away_score,home_team,home_score,result
2001,12,CHI,REG,DET,17,34,124,0,1,0,0,0,0,4,124,7,-10.648808592083075,,0,34,108,1,0,0,9,-0.610285290167667,0,17,34,124,0,0,0,4,0,7,-10.648808592083075,0,0,48,6,8,6,22,1,5.0,28.0,5,0,0,5,0,0,0,0,0,0,1,1,0,5,56,2,2,5,3,39,2,3,1,0,46.0,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,0,0,46;26,39,,72,39,0,1,1,0,0,1.0,0,0,0,0,0,,DET,10,CHI,13,3
2001,13,CHI,REG,GB,18,33,139,0,1,0,0,0,0,24,139,7,-12.957669242638772,,0,19,50,1,0,0,3,-2.9988220405066386,0,18,33,139,0,0,0,24,0,7,-12.957669242638772,0,0,36,14,26,5,29,0,2.0,22.0,2,1,41,3,0,1,0,0,1,1,0,0,0,2,15,5,3,18,4,92,0,1,1,0,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,,23,,0,23,0,1,1,0,0,1.0,0,0,0,0,0,,CHI,7,GB,17,10
2001,14,CHI,REG,TB,14,29,190,2,1,3,-18,0,0,13,190,6,-6.377492993699529,,0,40,207,1,0,0,13,-0.34525943716289476,0,14,28,190,2,0,0,13,0,6,2.5855313380016014,0,0,37,9,9,3,7,2,1.0,14.0,0,2,0,12,0,0,0,0,0,0,2,2,0,3,15,3,3,34,2,49,2,2,0,0,46.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,30;46,,,76,0,0,3,3,0,0,1.0,0,0,0,0,0,,TB,3,CHI,27,24
2001,15,CHI,REG,WAS,14,27,125,1,0,0,0,0,0,0,125,7,-1.2014231642903246,,0,32,112,1,0,0,6,0.18464512345963158,0,14,25,125,1,1,0,0,0,7,1.0692590546599172,0,0,56,3,5,7,32,1,6.0,32.0,5,0,0,1,0,0,0,0,0,0,2,2,0,1,6,3,5,47,4,76,2,2,0,0,39.0,1.0,0,0,2,0,0,0,0,0,0,0,0,0,39;37,,,76,0,0,2,2,0,0,1.0,0,0,0,0,0,,CHI,20,WAS,15,-5
2001,16,CHI,REG,DET,17,30,252,2,0,1,-9,0,0,0,252,10,10.342042191377132,,0,30,83,0,0,0,4,-7.368131096533034,0,17,30,252,2,0,0,0,0,10,11.537826768603864,0,0,55,2,2,6,39,4,6.0,35.0,3,3,45,13,1,0,0,0,0,0,2,2,0,7,68,2,1,16,1,28,1,1,0,0,38.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,38,,,38,0,0,3,3,0,0,1.0,0,0,0,0,0,,CHI,24,DET,0,-24
2001,17,CHI,REG,JAX,19,29,159,1,0,1,-6,1,1,0,159,8,-2.0101536349220512,,0,40,169,2,0,0,10,-0.3999358574510552,0,19,29,159,1,0,0,0,0,8,2.291697735449827,0,0,39,6,6,5,44,0,4.0,43.0,4,3,95,9,0,0,0,5,0,0,0,0,0,3,14,3,2,25,2,30,4,4,0,0,47.0,1.0,0,3,0,1,0,0,0,0,0,0,0,0,47;23;25;22,,,117,0,0,3,3,0,0,1.0,0,0,0,0,0,,JAX,13,CHI,33,20
2001,19,CHI,POST,PHI,11,22,89,0,3,2,-16,0,0,41,89,2,-15.72929675935302,,0,23,111,1,0,0,6,2.176414851017549,0,11,22,89,0,0,0,41,0,2,-12.964254862745292,0,0,52,8,8,6,18,0,2.0,13.0,2,1,39,5,1,0,1,0,0,0,0,0,0,1,5,3,2,13,8,180,1,1,0,0,38.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,38,,,38,0,0,2,2,0,0,1.0,0,0,0,0,0,,PHI,33,CHI,19,-14
2002,1,CHI,REG,MIN,20,33,297,2,1,1,-9,0,0,27,297,12,12.356332330150906,,0,26,80,1,1,1,7,-6.74753075273518,0,20,32,297,2,0,0,27,0,12,15.718253747553252,0,0,45,10,10,6,18,2,1.0,6.0,0,2,16,6,0,0,0,0,0,1,1,1,0,4,33,5,2,37,5,109,2,3,1,0,49.0,0.6666666666666666,0,0,0,2,0,0,0,0,0,1,0,0,49;49,43,,98,43,0,3,3,0,0,1.0,0,0,0,0,0,,MIN,23,CHI,27,4
2002,2,CHI,REG,ATL,12,24,143,1,1,1,-7,0,0,11,143,8,-0.7280484681222834,,0,31,106,1,2,1,6,-8.212492842110805,0,12,23,143,1,0,0,11,0,8,4.543217515226429,0,0,54,4,4,7,38,3,4.0,31.0,4,0,0,3,0,0,0,0,1,2,3,3,0,7,79,3,2,11,3,61,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,0,1,0,,50,,0,50,0,2,2,0,0,1.0,0,0,0,0,0,,CHI,14,ATL,13,-1
2002,3,CHI,REG,NO,26,40,236,2,1,1,-8,0,0,18,236,15,1.654152325032424,,0,30,125,0,0,0,4,-1.8743759171338752,0,26,39,236,2,0,0,18,0,15,3.184815636106446,0,0,37,11,11,3,10,1,1.0,4.0,1,1,0,6,0,1,0,0,1,1,2,2,0,7,49,6,3,8,5,71,3,4,1,0,31.0,0.75,0,2,1,0,0,0,0,0,0,0,1,0,31;25;25,58,,81,58,0,2,2,0,0,1.0,0,0,0,0,0,,NO,29,CHI,23,-6
2002,4,CHI,REG,BUF,19,31,188,2,0,0,0,0,0,0,188,9,8.110813594481142,,0,26,52,0,0,0,3,-8.6504309316515,0,19,31,188,2,0,0,0,0,9,8.110813594481142,0,0,45,9,21,6,28,2,2.0,21.0,2,0,0,3,0,0,0,0,0,0,1,2,1,5,55,5,2,35,7,142,2,2,0,0,46.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,46;24,,,70,0,0,3,3,0,0,1.0,0,0,0,0,0,,CHI,27,BUF,33,6
2002,5,CHI,REG,GB,27,50,353,3,3,3,-18,1,0,29,353,17,-10.635574646439636,,0,16,45,0,0,0,2,-2.0572896936209872,0,27,49,353,3,0,0,29,0,17,3.8437801978725474,0,0,52,7,7,5,19,0,3.0,26.0,2,0,0,1,0,0,0,0,1,1,1,1,0,7,65,4,3,34,6,137,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1.0,0,0,0,0,0,,GB,34,CHI,21,-13
2002,7,CHI,REG,DET,16,25,163,1,1,3,-28,0,0,20,163,9,-0.48983136889505063,,0,31,89,1,3,2,6,-10.585355872113723,0,16,25,163,1,0,0,20,0,9,3.2425570153959202,0,0,55,1,13,3,20,2,2.0,29.0,1,0,0,5,0,0,0,0,1,1,1,1,0,5,40,5,2,14,5,112,2,2,0,0,53.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,53;42,,,95,0,0,2,2,0,0,1.0,0,0,0,0,0,,CHI,20,DET,23,3
2002,8,CHI,REG,MIN,16,31,204,1,2,6,-30,1,1,31,204,7,-14.800054064719006,,0,12,44,0,1,0,3,-1.60361261642538,0,16,31,204,1,0,0,31,0,7,-4.83855589031009,0,0,50,14,22,4,7,1,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,6,33,5,1,1,6,92,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,1.0,0,0,0,0,0,,CHI,7,MIN,25,18
2002,9,CHI,REG,PHI,19,37,205,0,0,3,-19,0,0,0,205,8,-9.9912142028737,,0,24,74,1,1,1,8,-4.089433330052998,0,19,36,205,0,0,0,0,0,8,-5.1994631626964,0,0,49,15,15,5,19,0,3.0,17.0,3,1,0,4,0,0,0,0,0,1,0,0,0,12,121,6,1,4,6,107,2,2,0,0,53.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,30;53,,,83,0,0,1,1,0,0,1.0,0,0,0,0,0,,PHI,19,CHI,13,-6
2002,10,CHI,REG,NE,16,30,183,2,1,2,-9,0,0,20,183,6,-6.017568040993767,,0,28,125,1,0,0,8,2.3690509225480065,0,16,30,183,2,0,0,20,0,6,-4.519781962391692,0,0,48,18,20,4,10,2,2.0,13.0,2,1,0,7,0,0,0,0,0,0,1,1,0,5,30,3,2,27,6,148,3,3,0,0,40.0,1.0,0,0,2,1,0,0,0,0,0,0,0,0,39;40;32,,,111,0,0,3,3,0,0,1.0,0,0,0,0,0,,NE,33,CHI,30,-3
2002,11,CHI,REG,LA,20,35,157,0,0,7,-40,0,0,0,157,6,-11.382772148638532,,0,22,103,1,0,0,7,5.008937169826822,0,20,35,157,0,0,0,0,0,6,-2.106899195036079,0,0,45,4,4,8,38,1,4.0,33.0,3,1,0,3,0,0,0,0,0,0,1,1,0,5,50,6,4,62,4,111,3,3,0,0,50.0,1.0,0,0,1,1,1,0,0,0,0,0,0,0,37;48;50,,,135,0,0,1,1,0,0,1.0,0,0,0,0,0,,CHI,16,STL,21,5
2002,12,CHI,REG,DET,31,51,361,2,0,3,-14,0,0,0,361,19,8.512566097111364,,0,25,75,0,2,0,3,-6.417326813349204,0,31,51,361,2,1,1,0,0,19,8.589983727407947,0,0,47,8,8,3,16,1,2.0,14.0,2,1,33,8,0,0,0,0,1,2,1,1,0,6,64,5,1,2,5,131,2,3,1,0,40.0,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,0,0,22;40,35,,62,35,0,2,2,0,0,1.0,1,1,0,0,40,,DET,17,CHI,20,3
2002,13,CHI,REG,GB,27,38,248,3,1,3,-18,1,0,20,248,13,7.799794143200102,,0,17,74,0,1,1,5,-6.999672360194381,0,27,38,248,3,1,1,20,0,13,9.294061498411,0,0,43,15,27,2,6,2,1.0,6.0,0,1,35,8,0,1,0,0,2,3,1,1,0,5,39,4,1,8,7,146,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,0,1,0,,52,,0,52,0,2,2,0,0,1.0,0,0,0,0,0,,CHI,20,GB,30,10
2002,14,CHI,REG,MIA,11,32,101,1,3,2,-13,1,1,41,101,5,-32.041769826331674,,0,24,107,0,0,0,7,-1.5700086793513037,0,11,30,101,1,0,0,41,0,5,-18.718143996678783,0,0,46,0,26,3,18,2,1.0,8.0,1,1,27,1,0,0,0,0,1,2,2,2,0,5,55,3,4,36,6,120,1,1,0,0,52.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,52,,,52,0,0,0,0,0,0,,0,0,0,0,0,,CHI,9,MIA,27,18
2002,15,CHI,REG,NYJ,22,27,177,0,0,4,-16,0,0,0,177,11,4.730484683825229,,0,26,105,2,0,0,8,2.2438724672829267,0,22,27,177,0,0,0,0,0,11,9.548454407429848,0,0,42,8,8,4,10,1,1.0,7.0,1,0,0,4,0,2,0,0,0,0,1,1,0,8,74,0,2,12,4,101,2,2,0,0,53.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,53;48,,,101,0,0,2,2,0,0,1.0,0,0,0,0,0,,NYJ,13,CHI,20,7
2002,16,CHI,REG,CAR,15,30,163,2,0,4,-32,2,2,0,163,5,-13.1388027287687,,0,22,55,0,1,1,4,-9.573635720124003,0,15,27,163,2,0,0,0,0,5,2.1236045141920616,0,0,59,4,8,5,16,2,3.0,14.0,3,0,0,3,0,1,0,0,0,1,2,2,0,3,32,5,5,44,4,68,0,1,0,1,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,48,0,0,48,2,2,0,0,1.0,0,0,0,0,0,,CHI,14,CAR,24,10
2002,17,CHI,REG,TB,13,29,137,0,4,1,-4,1,0,46,137,6,-23.283497007272672,,0,22,85,0,0,0,6,-1.9794514852692373,0,13,29,137,0,0,0,46,0,6,-22.001563182275277,0,0,48,14,18,4,21,0,5.0,23.0,7,0,0,3,0,0,0,0,1,1,0,0,0,5,45,4,3,24,4,106,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,,TB,15,CHI,0,-15
2003,1,CHI,REG,SF,14,34,95,1,3,5,-23,1,1,0,95,4,-30.965683401969727,,0,20,55,0,0,0,3,-3.414984538103454,0,14,0,95,1,0,0,0,0,4,5.471098141744733,0,0,48,20,20,0,0,2,0.0,0.0,0,1,0,7,0,1,0,0,1,1,1,1,0,4,30,1,2,9,9,170,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,1.0,0,0,0,0,0,,CHI,7,SF,49,42
2003,2,CHI,REG,MIN,14,23,145,1,1,3,-17,0,0,0,145,7,-3.4962996497216507,,0,17,80,0,1,0,3,-0.44913483975687996,0,14,0,145,1,0,0,0,0,7,9.903089102706872,0,0,48,13,19,0,0,2,3.0,16.0,0,0,0,2,0,0,0,0,2,2,1,1,0,6,50,5,1,11,4,92,2,2,0,0,43.0,1.0,0,0,0,2,0,0,0,0,0,0,0,0,42;43,,,85,0,0,1,1,0,0,1.0,0,0,0,0,0,,CHI,13,MIN,24,11
2003,4,CHI,REG,GB,25,44,201,0,2,5,-21,0,0,0,201,12,-14.281525406212015,,0,28,181,2,0,0,11,9.397441351262387,0,25,0,201,0,0,0,0,0,12,12.800928448385093,0,0,41,9,9,0,0,0,0.0,0.0,0,1,3,4,0,0,0,0,0,0,0,0,0,6,62,4,1,11,7,118,3,3,0,0,41.0,1.0,0,0,2,1,0,0,0,0,0,0,0,0,31;38;41,,,110,0,0,2,2,0,0,1.0,0,0,0,0,0,,GB,38,CHI,23,-15
2003,5,CHI,REG,LV,13,24,160,1,2,2,-16,0,0,0,160,7,-10.70353354703641,,0,35,200,1,1,0,12,8.332015059779136,1,13,0,160,1,1,1,0,0,7,5.5166326148901135,0,0,42,11,11,0,0,0,1.0,5.0,0,2,43,6,0,0,0,0,1,2,0,0,0,11,97,5,2,59,5,126,3,3,0,0,50.0,1.0,0,0,1,1,1,0,0,0,0,0,0,0,35;50;48,,,133,0,0,1,1,0,0,1.0,1,1,0,0,48,,OAK,21,CHI,24,3
2003,6,CHI,REG,NO,10,21,152,1,0,3,-21,2,2,0,152,8,-1.0850373302703282,,0,32,140,0,3,0,8,-2.3617843434331007,0,10,0,152,1,0,0,0,0,8,17.526225858775433,0,0,42,9,9,0,0,2,0.0,0.0,0,0,0,7,0,0,0,0,2,3,0,0,0,5,86,5,0,0,4,124,2,2,0,0,31.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,28;31,,,59,0,0,1,1,0,0,1.0,0,0,0,0,0,,CHI,13,NO,20,7
2003,7,CHI,REG,SEA,19,34,149,0,2,3,-25,0,0,0,149,8,-7.260746623084005,,0,28,87,1,1,0,9,2.9260324662174098,1,19,0,149,0,0,0,0,0,8,11.517933563356939,0,0,30,22,22,0,0,1,2.0,4.0,0,1,0,3,0,1,0,0,2,3,1,1,0,6,64,4,1,0,4,78,3,3,0,0,50.0,1.0,0,0,1,1,1,0,0,0,0,0,0,0,50;35;40,,,125,0,0,0,0,0,0,,0,0,0,0,0,,CHI,17,SEA,24,7
2003,8,CHI,REG,DET,20,31,207,1,0,2,-14,0,0,0,207,10,5.833942102125201,,0,26,68,1,0,0,4,-7.28116021724288,0,20,0,207,1,0,0,0,0,10,15.79683249272295,0,1,42,11,11,0,0,0,1.0,6.0,0,2,43,4,0,0,0,0,0,0,0,0,0,7,60,3,5,56,2,103,1,2,0,1,37.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,37,,32,37,0,32,3,3,0,0,1.0,0,0,0,0,0,,DET,16,CHI,24,8
2003,9,CHI,REG,LAC,21,30,224,0,1,2,-8,1,0,0,224,9,-1.140537636209539,,0,33,125,2,0,0,10,7.200363864249084,0,21,0,224,0,1,0,0,0,9,12.096636998816393,0,0,33,9,9,0,0,1,0.0,0.0,0,1,-5,6,0,0,0,0,2,2,0,0,0,5,35,1,5,55,2,46,2,2,0,0,38.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,38;22,,,60,0,0,2,2,0,0,1.0,0,0,0,0,0,,SD,7,CHI,20,13
2003,10,CHI,REG,DET,16,28,149,1,1,2,-16,0,0,0,149,6,-0.0894183888053206,,0,24,66,0,0,0,3,-6.913486664556846,0,16,0,149,1,0,0,0,0,6,15.143896580829782,0,0,42,1,13,0,0,1,1.0,7.0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,35,4,3,9,5,140,1,3,1,1,43.0,0.3333333333333333,0,0,0,1,0,0,0,0,0,1,0,0,43,41,48,43,41,48,1,1,0,0,1.0,0,0,0,0,0,,CHI,10,DET,12,2
2003,11,CHI,REG,LA,16,32,153,1,2,1,-7,0,0,0,153,9,-7.428427268316238,,0,26,95,1,1,0,5,-1.9280013080569915,0,16,0,153,1,0,0,0,0,9,9.518286062811967,0,1,56,10,10,0,0,2,4.0,32.0,0,2,2,8,0,0,0,0,1,1,1,1,0,6,47,3,3,70,5,104,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,34,,0,34,0,3,3,0,0,1.0,0,0,0,0,0,,STL,23,CHI,21,-2
2003,12,CHI,REG,DEN,15,33,126,0,0,2,-15,1,0,0,126,9,-7.2135825842298535,,0,33,106,1,0,0,8,2.6633462238532957,0,15,0,126,0,0,0,0,0,9,8.390535111306235,0,0,42,2,4,0,0,1,2.0,11.0,0,0,0,7,0,0,0,0,1,1,0,0,0,6,29,5,4,39,3,116,4,4,0,0,54.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,33;23;54;47,,,157,0,0,1,1,0,0,1.0,0,0,0,0,0,,CHI,19,DEN,10,-9
2003,13,CHI,REG,ARI,22,37,284,2,0,3,-16,0,0,0,284,14,9.528739316628993,,0,36,154,2,1,1,11,0.6787033929728326,0,22,0,284,2,0,0,0,0,14,22.15244733245345,0,0,37,9,9,0,0,1,1.0,12.0,0,2,35,5,0,0,0,0,0,1,1,1,0,4,25,3,3,39,1,11,0,2,2,0,,0.0,0,0,0,0,0,0,0,0,0,2,0,0,,44;43,,0,87,0,4,4,0,0,1.0,0,0,0,0,0,,ARI,3,CHI,28,25
2003,14,CHI,REG,GB,17,40,256,1,3,3,-25,0,0,0,256,10,-13.860781202616636,,0,20,44,0,0,0,3,-5.416052228654735,0,17,0,256,1,1,1,0,0,10,16.5775230769068,0,1,48,17,21,0,0,0,0.0,0.0,0,1,45,3,1,0,0,0,0,0,0,0,0,5,45,6,1,25,8,211,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1.0,0,0,0,0,0,,CHI,21,GB,34,13
2003,15,CHI,REG,MIN,13,30,157,0,0,1,-12,0,0,0,157,8,-3.909592383194853,,0,23,87,1,1,0,6,-1.6332974213000853,0,13,0,157,0,0,0,0,0,8,11.78130547959728,0,0,58,11,11,0,0,0,2.0,7.0,0,1,0,4,0,0,0,0,1,2,0,0,0,3,30,1,2,20,3,43,2,3,1,0,38.0,0.6666666666666666,0,1,1,0,0,0,0,0,0,1,0,0,38;22,46,,60,46,0,1,1,0,0,1.0,0,0,0,0,0,,MIN,10,CHI,13,3
2003,16,CHI,REG,WAS,19,32,249,2,1,2,-11,1,0,0,249,12,4.166942923263288,,0,40,191,1,1,0,12,6.769174481974915,0,19,0,249,2,1,1,0,0,12,16.915038262101024,0,0,36,6,6,0,0,0,1.0,3.0,0,0,0,3,0,0,0,0,2,2,0,0,0,5,33,4,4,56,5,88,2,4,2,0,45.0,0.5,1,0,0,1,0,0,0,0,2,0,0,0,19;45,30;33,,64,63,0,3,3,0,0,1.0,1,1,0,0,45,,WAS,24,CHI,27,3
2003,17,CHI,REG,KC,17,42,198,0,2,4,-41,0,0,0,198,10,-20.988180589096054,,0,22,84,0,0,0,5,0.2500399431446567,0,17,0,198,0,0,0,0,0,10,7.76640770630911,0,0,53,3,3,0,0,0,1.0,8.0,0,1,25,1,0,0,0,0,0,0,0,0,0,8,78,4,2,2,6,168,1,2,1,0,48.0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,48,52,,48,52,0,0,0,0,0,,0,0,0,0,0,,CHI,3,KC,31,28
2004,1,CHI,REG,DET,16,35,227,0,2,3,-13,1,1,0,227,8,-3.690073582693003,,0,32,128,2,0,0,8,-1.2506351131750133,0,16,0,227,0,1,1,0,0,8,16.815366992988857,0,0,35,14,14,0,0,0,1.0,2.0,0,1,0,4,0,1,1,0,1,1,0,0,0,9,95,4,4,80,6,132,0,1,0,1,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,0,0,27,2,2,0,0,1.0,0,0,0,0,0,,DET,20,CHI,16,-4
2004,2,CHI,REG,GB,10,18,132,1,1,1,-7,0,0,0,132,6,1.7501341707538813,,0,35,182,1,1,1,10,3.1841853801703133,0,10,0,132,1,1,0,0,0,6,11.623810242046602,0,0,47,14,18,0,0,1,0.0,0.0,0,2,31,6,0,0,0,0,0,0,1,1,1,2,15,1,1,6,3,65,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,,45,,0,45,0,3,3,0,0,1.0,0,0,0,0,0,,CHI,21,GB,10,-11
2004,3,CHI,REG,MIN,21,34,248,0,0,2,-9,1,1,0,248,14,0.35764296733316936,,0,28,146,2,1,0,9,6.603162096202141,0,21,0,248,0,0,0,0,0,14,18.43577095934609,0,0,37,4,14,0,0,1,3.0,10.0,0,0,0,1,0,0,0,0,1,1,2,3,0,14,101,5,0,0,6,139,3,4,1,0,34.0,0.75,0,1,2,0,0,0,0,0,1,0,0,0,34;23;32,39,,89,39,0,1,1,0,0,1.0,0,0,0,0,0,,CHI,22,MIN,27,5
2004,4,CHI,REG,PHI,26,43,215,1,0,4,-23,0,0,0,215,8,-7.321072425278466,,0,13,32,0,0,0,4,-2.4781023158719764,0,26,0,215,1,0,0,0,0,8,10.792960677674273,0,0,56,10,10,0,0,0,2.0,15.0,0,1,-3,6,0,1,0,0,0,0,0,0,0,4,36,5,1,0,4,107,1,1,0,0,25.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,25,,,25,0,0,0,0,0,0,,0,0,0,0,0,,PHI,19,CHI,9,-10
2004,6,CHI,REG,WAS,10,22,65,0,1,4,-31,0,0,0,65,3,-19.24789381999676,,0,28,126,0,0,0,6,-2.6024107433040626,0,10,0,65,0,0,0,0,0,3,-1.8143514169535155,0,0,44,16,16,0,0,0,1.0,2.0,0,1,70,5,1,0,0,0,0,0,0,0,0,7,65,6,7,67,4,90,1,1,0,0,46.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,46,,,46,0,0,1,1,0,0,1.0,0,0,0,0,0,,WAS,13,CHI,10,-3
2004,7,CHI,REG,TB,14,28,116,0,1,4,-25,0,0,0,116,6,-17.487625868234318,,0,20,76,1,0,0,3,2.550345390336588,0,14,0,116,0,0,0,0,0,6,4.155706085904967,0,0,43,9,15,0,0,2,1.0,8.0,0,0,0,2,0,0,0,0,0,0,2,2,0,10,78,3,1,3,5,91,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,1.0,0,0,0,0,0,,CHI,7,TB,19,12
2004,8,CHI,REG,SF,13,25,168,1,1,5,-34,1,1,0,168,6,-19.04764155899413,,0,33,120,0,1,1,6,-11.018922992015218,0,13,0,168,1,0,0,0,0,6,10.547679160648979,0,0,46,8,8,0,0,2,3.0,22.0,0,1,71,10,1,0,0,0,0,0,1,1,0,8,58,5,6,84,4,159,3,4,1,0,52.0,0.75,0,1,0,1,1,0,0,0,0,0,1,0,52;45;27,53,,124,53,0,2,2,0,0,1.0,0,0,0,0,0,,SF,13,CHI,23,10
2004,9,CHI,REG,NYG,8,21,144,1,0,5,-35,1,1,0,144,6,-11.465838780576629,,0,34,122,2,1,1,5,-6.388857794852695,1,8,0,144,1,0,0,0,0,6,12.36690088227624,0,0,40,17,17,0,0,4,7.0,28.0,0,2,46,10,0,0,0,0,0,1,3,3,0,11,70,5,3,43,2,27,2,2,0,0,22.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,22;21,,,43,0,0,2,2,0,0,1.0,0,0,0,0,0,,CHI,28,NYG,21,-7
2004,10,CHI,REG,TEN,10,28,116,0,2,5,-41,2,1,0,116,5,-21.577187559757867,,0,34,101,0,0,0,5,-7.002552936358673,0,10,0,116,0,0,0,0,0,5,6.054870734964945,0,1,43,22,22,0,0,3,3.0,16.0,0,1,45,6,1,0,1,0,1,1,2,2,0,6,50,4,6,100,5,108,1,2,1,0,29.0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,29,39,,29,39,0,2,2,0,0,1.0,0,0,0,0,0,,CHI,19,TEN,17,-2
2004,11,CHI,REG,IND,14,24,175,1,2,4,-30,1,1,0,175,8,-9.39602160564391,,0,26,79,0,1,1,5,-10.155826804255508,0,14,0,175,1,1,1,0,0,8,2.5504871877492405,0,0,42,14,14,0,0,1,0.0,0.0,0,1,30,5,0,0,0,0,1,2,0,0,0,9,50,2,0,0,8,158,1,1,0,0,51.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,51,,,51,0,0,1,1,0,0,1.0,0,0,0,0,0,,IND,41,CHI,10,-31
2004,12,CHI,REG,DAL,15,31,132,0,2,6,-41,2,0,0,132,8,-13.240461932611652,,0,20,49,0,0,0,2,-11.952140512359223,0,15,0,132,0,0,0,0,0,8,7.778866401931737,0,0,48,0,14,0,0,0,2.0,10.0,0,2,85,4,1,1,0,0,2,2,0,0,0,7,45,5,6,68,4,62,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,,48,,0,48,0,1,1,0,0,1.0,0,0,0,0,0,,CHI,7,DAL,21,14
2004,13,CHI,REG,MIN,18,30,213,3,0,5,-39,1,1,0,213,13,6.650249069876162,,0,35,144,0,1,0,8,-5.309596026781946,0,18,0,213,3,0,0,0,0,13,23.60191635953614,0,0,47,10,10,0,0,1,5.0,34.0,0,3,95,4,0,0,0,0,1,2,1,1,0,7,55,6,0,0,3,50,1,2,1,0,53.0,0.5,0,0,0,0,1,0,0,0,0,0,1,0,53,52,,53,52,0,3,3,0,0,1.0,0,0,0,0,0,,MIN,14,CHI,24,10
2004,14,CHI,REG,JAX,17,33,212,0,1,5,-33,1,1,0,212,9,-12.806672123395714,,0,14,31,0,0,0,0,-4.9452488361275755,0,17,0,212,0,0,0,0,0,9,14.762163404840976,0,0,54,4,8,0,0,1,0.0,0.0,0,1,38,3,0,1,0,0,1,1,0,0,0,13,104,3,4,14,5,140,1,2,1,0,42.0,0.5,0,0,0,1,0,0,0,0,0,1,0,0,42,47,,42,47,0,0,0,0,0,,0,0,0,0,0,,CHI,3,JAX,22,19
